"relative_sales","product_category","market_research","advertising","customer_satisfaction","influencer","competitors","shipping_time"
13.5,"small_electronics",13.5,23.7,4.5,"no",4,2
6.9,"tools",21.6,20.5,4.4,"yes",3,3
14.8,"tools",11.3,25.4,3.3,"no",5,2
14.6,"household_appliances",17.7,20.2,3.4,"yes",3,2
9.2,"household_appliances",15.8,21.8,4.8,"no",6,2
17.1,"small_electronics",17.6,26.2,4.7,"yes",6,2
17.6,"household_appliances",12.7,24,4.5,"no",6,1
6.6,"household_appliances",11,25.5,4.6,"no",4,1
0,"household_appliances",21.3,21.1,3.6,"no",7,2
6.9,"tools",18.8,18.8,3.6,"yes",5,1
3.3,"household_appliances",19.3,27.8,3.1,"no",5,3
-1.3,"tools",7.5,18.6,3.2,"no",6,1
-1.8,"small_electronics",22.2,28.6,4.1,NA,-999,2
6.7,"household_appliances",14,NA,3.7,"no",5,1
-6.1,"tools",21.7,19.9,4.4,"no",4,2
9.3,"personal_care",11.5,20.2,4.5,"no",4,2
2.9,"tools",15.3,17,3.8,"no",5,2
12.9,"tools",14.9,17,4.8,"no",6,2
4.4,"household_appliances",9.3,19.9,4.8,"no",2,2
-0.7,"tools",16.7,14.8,3.7,"no",5,1
-11.7,"household_appliances",21.6,15.6,4.3,"no",6,2
2.8,"household_appliances",14.3,13,4.5,"no",5,2
1.4,"tools",17.4,25.1,4,"no",5,3
11.8,"household_appliances",7.9,22.6,4.2,"yes",5,4
16.4,"small_electronics",15.6,22,3.6,"yes",3,2
13.7,"personal_care",13.8,21.5,5,"no",4,1
7.9,"household_appliances",16.2,21.3,4.2,"no",5,4
-0.8,"household_appliances",18.5,16,3.5,"no",5,3
14.8,"household_appliances",11.7,24.2,3.9,"yes",7,3
8.4,"tools",NA,20.7,3.7,"yes",6,1
13.2,"tools",15.7,29.8,4.5,NA,5,2
15.1,"personal_care",12,17.9,3.6,"yes",4,2
3.4,"household_appliances",NA,15.4,2.8,"no",5,3
6.3,"tools",11.1,22.7,3.9,"no",3,1
7.2,"household_appliances",11.9,17.1,4.4,"no",6,2
11,"household_appliances",14.3,17.6,4.9,"no",4,1
2,"tools",8.5,17.6,4,"no",6,2
11,"personal_care",17.1,19.1,4.6,NA,8,2
2.1,"small_electronics",NA,13,3.7,"no",4,2
12.1,"small_electronics",16.6,25.9,4,"yes",3,2
15.7,"tools",11.9,21,3.6,"yes",5,3
-0.4,"household_appliances",19.5,26.3,4.5,"no",8,3
9.4,"small_electronics",18.6,17.4,4.2,"yes",4,2
4.3,"household_appliances",18.4,14,3,"yes",4,3
7.2,"household_appliances",19.5,29.8,4.6,"no",8,3
5.9,"household_appliances",19.9,21.5,3.9,"yes",5,3
8.2,"household_appliances",14.9,9.8,3.9,"yes",8,3
13.3,"household_appliances",15.7,21.2,4.8,"no",5,1
13.1,"household_appliances",13.9,24.5,4.4,"no",6,3
5.6,"tools",17.1,13.6,4.3,"no",6,3
12.8,"tools",16,26.2,3.9,"yes",4,3
9.5,"household_appliances",16.1,24.7,4.1,NA,6,3
6.4,"tools",12.5,13.8,4,"no",3,1
6.5,"tools",6.3,23.7,3.5,"no",2,2
5.7,"tools",19.8,21,4.8,"no",4,1
20.8,"household_appliances",15.1,28.4,4.7,"yes",5,3
17.7,"household_appliances",11.5,21.8,3.9,"yes",4,2
20.5,"tools",11.6,27.7,4.3,"yes",5,2
8.3,"tools",14.2,22.6,4.5,"no",8,1
15.9,"small_electronics",17.2,23.1,4.4,"yes",5,2
-4.9,"tools",22.6,23.1,4.1,"no",4,3
17.6,"small_electronics",14.9,20.2,4.7,"yes",2,2
0.9,"household_appliances",8.7,17.7,3.4,"no",3,2
15.3,"personal_care",10.8,25,3.7,"yes",4,2
1.9,"personal_care",18,23.2,4.4,"no",8,2
3.1,"personal_care",17.1,18.9,4.2,"no",6,4
9.2,"small_electronics",10.2,25.8,4.5,"no",4,1
-1.4,"tools",12.5,19.4,4,"no",10,3
3.8,"tools",13.8,22.6,3.8,"no",7,1
-10.5,"tools",19.9,10.1,4,"no",5,2
15.3,"household_appliances",17.6,20,4.2,"no",5,2
8.5,"tools",15,18.4,4.4,"no",5,2
-7.9,"household_appliances",21.5,NA,4,"no",6,2
16.4,"small_electronics",12.7,29.7,3.2,"yes",4,4
7.1,"tools",15.7,22.3,4.2,"no",2,1
13.5,"tools",NA,23.8,4.8,"no",5,2
9.1,"household_appliances",9.3,31,4,"no",6,2
10.1,"household_appliances",13.3,20.6,4.4,"no",4,3
3.5,"household_appliances",NA,18.3,4.9,NA,5,2
6.9,"household_appliances",16.7,20.1,4.7,"no",8,1
15.2,"personal_care",12.5,23.4,4.4,"no",1,2
-9.9,"household_appliances",23.1,21.4,4,"no",7,3
6.6,"household_appliances",19.7,14.2,4.4,"yes",8,2
-6.3,"household_appliances",8.2,13.6,2.9,"no",5,2
-0.3,"household_appliances",19,14.2,4.1,"no",7,2
4.6,"small_electronics",11.9,21.9,3.9,"no",3,2
-2.2,"tools",9.3,11.4,4.5,"no",5,3
0.9,"personal_care",19.2,18.4,4,"no",5,1
18.4,"tools",12,19.2,4.2,"yes",9,2
19.1,"small_electronics",13.9,22.9,4.4,"yes",4,4
-6.4,"personal_care",20.9,16.8,5,"no",1,3
9.3,"household_appliances",13.2,15.4,3.4,"no",6,2
15,"small_electronics",14.3,11.8,4.6,"yes",9,3
8.7,"tools",17.9,29.9,3.6,"no",5,2
4.4,"household_appliances",19.3,24.2,4.8,NA,3,1
1.5,"tools",19.7,29.1,4.3,"no",5,3
15.9,"tools",14.7,27.1,4.4,"no",6,3
-2.9,"household_appliances",20.5,16.1,4.3,"no",6,2
19.7,"household_appliances",12.5,25.4,4,"yes",6,2
-4.7,"tools",12.4,18.3,2.3,"no",6,1
8.9,"tools",14.1,13.1,2.2,"yes",8,3
5.4,"small_electronics",18,25.6,3.7,"no",-999,2
19,"personal_care",12.6,29.3,3.7,"no",4,2
4.2,"tools",NA,18.2,3.6,"no",2,3
-5.1,"tools",23.3,17.8,4.6,"no",5,2
14.8,"household_appliances",NA,NA,4.2,"no",7,4
-2.4,"household_appliances",21.7,28.1,3.3,"no",6,2
11.8,"tools",14.1,19.9,4.1,NA,4,3
9.3,"tools",16.6,21.6,4.9,"no",6,1
5.3,"household_appliances",16.9,17.9,3.7,"no",8,2
4.9,"household_appliances",NA,25,4.1,"no",5,1
9.1,"tools",10.6,16.5,4.1,"no",3,3
10,"tools",12,26.9,3.3,"no",6,3
2.8,"small_electronics",9.1,13.5,4.5,"no",5,3
2.1,"personal_care",20.1,27.7,3.7,"no",5,2
9.2,"household_appliances",15.7,17,4.5,"no",7,3
11.6,"tools",19.9,24.7,4.6,"no",3,3
0.4,"personal_care",9.5,10,4.2,"no",3,3
4.1,"personal_care",14.8,15.7,4.2,"no",4,3
11,"personal_care",13.7,25,4.4,"no",6,3
4.7,"household_appliances",10.6,20.8,2.7,"no",5,2
1.8,"tools",9.6,15.6,4.5,"no",3,3
4.4,"small_electronics",10.6,17,4.7,"no",7,2
8,"household_appliances",10.9,NA,3.3,"no",6,1
-20.5,"tools",25.2,17.3,3.3,"no",4,2
6.7,"tools",15.4,17,2.8,"no",3,3
23.1,"small_electronics",13.5,26.4,4.4,NA,-999,2
11.7,"personal_care",13.2,8.1,4.3,"yes",6,2
11.2,"household_appliances",16,28.1,3.8,"no",6,3
6.6,"small_electronics",14.1,23.6,3.5,"no",6,3
18.8,"household_appliances",12,18.5,4.2,"yes",5,2
7.4,"household_appliances",15.3,23.2,3.7,"no",2,1
15.9,"tools",15.2,29.3,4.8,"no",6,2
5.9,"tools",18.3,20.5,4.1,"no",7,1
7.9,"personal_care",18.6,NA,3.9,NA,6,2
4.3,"household_appliances",11,16.5,4.6,"no",6,2
4.3,"tools",10.5,18.9,4.5,NA,5,1
7.2,"household_appliances",14.3,18.9,4.7,"no",4,2
-2.9,"household_appliances",13.4,4.9,4.3,"no",5,3
10.6,"tools",NA,20.7,4.6,"no",5,2
2.4,"household_appliances",14.2,6.9,3.9,"no",4,3
9.3,"tools",13.1,18.3,4.4,"no",7,3
3.2,"small_electronics",14.5,23.8,2.3,"no",5,2
2.8,"tools",11.2,14,4.5,"no",5,2
-1.6,"tools",17,16.8,4.6,"no",5,3
4.5,"household_appliances",18.5,12.7,5,"no",1,1
0.9,"tools",18.1,17,4.5,"no",6,2
4.1,"household_appliances",16.5,19.8,4.6,"no",5,2
-1.4,"household_appliances",16.6,3.6,4.2,"no",4,4
3.2,"tools",NA,17.7,4.2,"no",4,1
9.6,"household_appliances",15.8,20.7,4.1,"yes",5,3
11.1,"household_appliances",14.6,17.8,3.9,NA,6,2
10.7,"tools",13.2,20.9,4.7,"no",6,2
15,"household_appliances",16.3,22.9,4.3,"yes",7,3
5.7,"tools",17.5,23,4,"no",3,1
5.9,"tools",19.4,15.6,4.7,"yes",6,2
1.2,"household_appliances",17.5,14,4.5,"no",4,3
3.5,"small_electronics",13.6,17.6,3.2,"no",6,3
-1,"tools",8.6,18.4,4.9,"no",3,2
5.1,"household_appliances",18.2,23,3.8,"no",7,3
14,"tools",14.9,28,4.9,"no",4,1
8.6,"tools",15,NA,3.1,"no",4,1
1.4,"tools",17.7,18.8,4.2,"no",5,2
12,"household_appliances",14.8,23.5,3.5,"no",4,1
8.4,"personal_care",12.7,NA,4.8,"no",6,1
19.2,"tools",11.6,27.4,4.9,"yes",3,2
4.4,"household_appliances",11.6,13.9,4.6,"no",4,2
11.4,"personal_care",NA,22,3.6,"no",8,1
4.1,"household_appliances",11,17.5,4.9,"no",9,2
9.1,"tools",12.8,23.2,4.7,"no",5,3
5.1,"tools",18.4,23.9,4.3,"no",4,1
16.3,"household_appliances",12.8,21.2,4,"yes",5,4
8.8,"household_appliances",11.9,23.5,3.4,"no",3,3
9.9,"tools",14.7,18.6,4.8,"no",7,2
11.1,"personal_care",13.9,27.7,3.4,"no",4,2
6.8,"household_appliances",17,15.2,4.5,NA,4,2
-10.3,"small_electronics",21.2,10.7,4.1,"no",5,2
6,"tools",16.2,16.9,4.4,"no",9,2
5.4,"household_appliances",17.8,20.3,4.4,"no",6,3
5.7,"personal_care",16.7,10.1,3.4,"yes",4,1
9.8,"tools",16.7,23.2,4.4,"no",1,2
-1.2,"personal_care",20.3,22.3,4.6,"no",5,2
13.1,"tools",12.9,17.7,3.3,"yes",5,1
-7.3,"tools",20.6,19.6,3,"no",5,3
2.6,"tools",12.8,19.2,3.4,"no",5,1
7.7,"small_electronics",8.5,19.7,4.3,"no",6,2
7.7,"tools",12.7,9.7,3.9,"yes",3,1
9.4,"tools",NA,16,4.4,"no",6,2
7.8,"tools",12.1,18.8,4.3,"no",7,2
1.4,"tools",18.5,23.6,4.2,"no",7,2
1.4,"personal_care",21.4,21.4,4.4,"no",6,3
17,"household_appliances",13.8,28.8,2.9,"yes",6,3
11.5,"household_appliances",14.8,18.2,3.6,"no",5,2
3.5,"household_appliances",17.9,21.8,3.4,"no",6,2
1.4,"household_appliances",12.8,15.4,2.4,"no",7,1
10.4,"small_electronics",14.1,25.7,3.5,"no",4,2
8.1,"household_appliances",NA,24.4,4.7,"no",7,4
9.6,"household_appliances",19.1,19,4.6,"no",6,2
-0.2,"household_appliances",18.8,20.3,3.8,"no",5,4
1.2,"tools",9.3,20.4,4.7,"no",5,2
19.8,"personal_care",16.4,20.7,4.8,"yes",5,4
10.5,"tools",14,18,4.8,"no",5,2
11.5,"household_appliances",15.6,13.6,4,"yes",7,2
3.1,"tools",14.2,16.3,4.5,"no",5,3
-3.2,"small_electronics",20.7,22.4,4.8,"no",4,2
-1.2,"tools",17.4,10.8,4.3,"no",5,2
7.3,"tools",14.9,21.4,4.2,"no",7,1
9.8,"tools",8.3,23.6,4.6,"no",6,1
14.2,"small_electronics",NA,24.7,3.1,"yes",2,2
5.5,"tools",14.2,21.1,3.7,"no",3,2
11.6,"small_electronics",16.8,30.1,4.1,"no",6,2
9.6,"tools",11.9,20.8,4.7,"no",6,3
-2.4,"household_appliances",17.7,15.2,4.3,"no",3,2
1.2,"household_appliances",13.8,16.2,3.4,"no",5,4
9.3,"household_appliances",15.5,15.6,4.6,"no",3,2
4,"household_appliances",13.6,18.7,3.9,"no",6,2
-5.4,"household_appliances",23.1,NA,4.4,NA,5,3
8.5,"household_appliances",10.5,20.4,4.4,"no",5,1
-4.2,"tools",10.9,8.1,3.9,"no",7,2
-4,"tools",20.5,19.5,4.6,"no",4,1
4.3,"household_appliances",18.8,19.2,3.7,"no",7,2
11.1,"household_appliances",16.1,22.4,4.8,"no",3,2
-1.7,"small_electronics",8.7,16.6,3.9,"no",6,4
2.6,"personal_care",16,11.9,4.1,"no",8,1
11.6,"tools",19.2,27.9,3.2,"yes",6,1
18.8,"small_electronics",14.6,25,3.8,"yes",7,3
16.5,"household_appliances",14.2,27.4,3.8,"no",3,2
5.4,"personal_care",14.8,22.3,4.3,"no",6,3
2.6,"small_electronics",8,NA,4.5,"no",6,2
11.9,"tools",11.8,23,4.3,"no",6,3
-1.1,"tools",19.8,16,4.5,"no",7,3
9.7,"household_appliances",19,17.3,4,"yes",6,3
4.3,"household_appliances",13.6,17.7,4.6,"no",6,2
9.4,"tools",NA,20.2,4,"no",2,3
8.8,"tools",13,22,4.1,"no",6,3
3,"tools",19.1,24.6,4.3,"no",2,3
6,"household_appliances",7,20.5,4.8,"no",4,3
7.6,"tools",13.9,13.1,4.7,"no",4,3
6.5,"household_appliances",17.9,13.2,4.1,"yes",7,1
13.8,"household_appliances",14.7,26.3,4.4,"no",3,2
2.7,"tools",19.8,18.3,4.3,"no",5,2
13.6,"household_appliances",15.3,20.7,3.9,"no",4,1
3.3,"tools",16.6,18.5,4.3,"no",3,2
-8.7,"tools",6.8,16.1,3.6,"no",7,2
-0.1,"tools",12.6,8,4.4,"no",3,2
22.4,"household_appliances",14.4,19.9,4.9,"yes",5,2
4.5,"household_appliances",9,18.1,4.5,"no",4,1
14.9,"household_appliances",17.1,20.9,4.5,"yes",6,3
10.9,"household_appliances",16,23.6,4.4,"no",7,2
8.7,"household_appliances",11.6,8,4.4,"yes",6,3
4.2,"household_appliances",15.2,19.1,4.6,"no",6,3
13.8,"tools",12.8,21.4,4.4,"no",5,2
14.5,"tools",11.3,22.9,4.3,"no",5,2
9.2,"small_electronics",15.7,19.7,4.8,"no",5,2
5.9,"household_appliances",10.5,18.5,4.5,NA,6,3
9.7,"tools",16.3,26.1,3.8,"no",6,1
11.8,"tools",14.4,28.1,4.1,"no",6,2
3.6,"personal_care",18.1,20.1,4.4,NA,6,3
-5.1,"tools",16.4,13,3,"no",3,1
11.9,"tools",14.7,25.4,4,"no",3,4
6.4,"tools",NA,14.8,4.9,"no",8,3
3.8,"household_appliances",20.4,24.6,4.5,"no",6,3
1.8,"household_appliances",15.4,15.9,4.2,"no",6,3
6,"household_appliances",13.6,19.2,4,"no",6,2
-6.1,"small_electronics",15.7,3.7,4.7,"no",1,2
11.1,"tools",14.5,28.8,4.3,"no",4,2
13.3,"household_appliances",14.5,23.3,4.3,"no",2,3
9.8,"tools",14.9,14.2,4.4,"yes",3,1
18.5,"tools",12.1,21,3.7,"yes",6,3
5.4,"household_appliances",18.3,17.9,3.8,"no",5,2
10.6,"tools",16.8,23,4.5,"no",5,1
3.4,"household_appliances",20.4,29.6,4.2,"no",6,2
15.6,"tools",NA,24,4.2,"no",2,1
10.3,"tools",13.3,27.6,3.7,"no",4,3
-1.9,"household_appliances",7.5,19.7,4.4,"no",5,2
7.2,"household_appliances",7,NA,4.8,"no",4,1
11.8,"tools",13,20.4,4.8,"no",2,1
4.6,"personal_care",NA,12,3.7,"yes",5,1
2.1,"household_appliances",20.7,24.7,4.7,"no",4,1
4.5,"household_appliances",NA,21.3,3.9,"no",5,2
16.7,"household_appliances",13,16.6,4.5,"yes",5,1
11.5,"household_appliances",9.2,25,4.7,"no",3,2
12.9,"household_appliances",15,24.3,4.9,"no",6,2
20.8,"tools",NA,27,3.5,"yes",4,4
4,"personal_care",15.2,12.9,3.8,"yes",3,2
-3.2,"tools",20.9,20.3,4.8,"no",6,3
0.2,"personal_care",14.8,NA,4.8,"no",3,1
14,"personal_care",13,21.2,4.1,"yes",6,2
-1.3,"small_electronics",19.6,15.6,4.3,"no",6,3
10,"tools",7.2,19.1,3.2,"yes",4,2
16.7,"tools",15.2,26.4,4.7,"no",7,1
-10.3,"tools",2.5,20.8,4.6,"no",6,2
8.4,"personal_care",17.5,13.9,4.4,"yes",5,2
0.1,"household_appliances",NA,20.9,3.6,"no",3,2
10,"tools",16.3,13.2,4.1,NA,8,3
0.1,"tools",10.5,11.5,4.2,"no",6,4
6,"household_appliances",20.3,34.6,3.2,"no",6,4
21.7,"personal_care",NA,21.3,4.5,"yes",6,3
-7.2,"tools",22.9,NA,4.5,"no",5,2
13.2,"household_appliances",17.8,20.9,4,"yes",4,1
-2.3,"household_appliances",19.3,16.4,4.6,"no",2,1
10.5,"tools",14.6,18.7,4.8,"no",6,1
2.8,"tools",11.2,12.9,3.7,"yes",5,1
18.3,"household_appliances",NA,27.5,3.6,"no",6,2
3.9,"tools",14.8,15.6,4.1,"no",7,3
4.4,"tools",11.4,23.2,4.4,"no",5,1
8.2,"personal_care",10.8,26.1,2.8,"no",5,1
2.7,"household_appliances",11.2,13.5,3.8,"no",5,2
10.6,"tools",13.2,23.7,4.2,"no",5,2
-8.9,"tools",5.7,10,4,"no",4,2
4.7,"tools",11.8,20.7,4.1,"no",6,3
-1.5,"household_appliances",10.7,13.9,4.5,"no",8,3
10.3,"small_electronics",NA,29.4,4,"no",2,3
13,"household_appliances",15.3,18.4,4.3,"no",5,2
7.7,"tools",12.9,24.6,4.1,"no",-999,2
10.2,"personal_care",18.4,27.3,4.8,"no",2,2
6.8,"household_appliances",NA,28.2,3.8,"no",9,3
11.7,"household_appliances",10.6,23.5,4.7,"no",5,4
3.5,"household_appliances",11,19.1,3.8,"no",7,2
7.6,"household_appliances",13.7,24.1,3.6,"no",4,2
11.9,"tools",11.2,23.4,4.3,"no",6,1
4.5,"small_electronics",13.8,13.6,4.9,"no",3,2
0.3,"household_appliances",17.9,15.7,4,"no",4,2
13.3,"household_appliances",NA,22.8,4.8,"no",5,2
5.3,"household_appliances",11.2,15.8,4.2,"no",6,2
7.1,"personal_care",9.1,19.5,4.7,"no",6,3
4.6,"household_appliances",NA,14.9,4.5,"no",6,2
19.5,"tools",15.1,24.7,3.6,"yes",4,2
-2.4,"tools",11.9,15.9,4.7,"no",7,3
-3.1,"small_electronics",19.1,16.2,4.4,NA,6,2
7.1,"tools",13.5,20,4.4,"no",5,2
4,"tools",12.6,8.8,4.3,"no",6,3
9.9,"tools",7.7,16.7,4.1,"yes",6,1
11.2,"personal_care",11.7,25.1,3.8,"no",6,2
6.2,"tools",17.5,19.7,4.7,"no",7,2
3.6,"tools",12.9,19.8,4.3,"no",4,1
11.9,"tools",18.3,20.1,4.8,"yes",7,2
8.1,"tools",19.1,24.2,4.9,"no",5,2
14.4,"household_appliances",17.8,19.4,4.7,"yes",6,3
11,"household_appliances",15.7,25,3.7,"no",3,3
4.2,"personal_care",14.9,22.7,3.7,"no",4,2
-4,"tools",20.2,19.7,3.3,"no",4,2
7.7,"tools",10.9,23.6,4.3,"no",4,2
13.3,"household_appliances",NA,21.9,3.4,"yes",6,3
5.3,"household_appliances",13.5,24,3.7,"no",7,2
-3.9,"tools",5.1,18.7,4.7,"no",5,3
12.3,"tools",11.1,20.9,4.8,"no",5,2
-15.7,"tools",23.9,14.7,4.6,"no",3,2
13.3,"household_appliances",15.6,24.1,4.3,"yes",6,2
2.6,"household_appliances",7.9,16.8,3.3,"no",5,2
3.2,"tools",9.1,15.9,3.8,"no",4,2
10.4,"household_appliances",12.2,21.1,4.2,"no",7,3
11.6,"household_appliances",17.5,28.2,4.8,"no",4,3
24.5,"household_appliances",18.3,28.4,4.9,"yes",3,3
8.9,"tools",14.5,26.2,4.1,"no",7,3
-7.9,"tools",20.1,12.6,4.3,"no",4,2
-3.9,"tools",21.2,12.3,3.6,"yes",7,1
0.3,"tools",18.8,21.2,3.9,"no",3,3
7.9,"household_appliances",9.5,16.5,3.9,"no",4,1
-1.3,"household_appliances",20.3,16.9,4.5,"no",5,2
13,"personal_care",17.2,21.3,4.6,NA,4,2
10.3,"tools",13.7,23.3,3.4,"no",5,3
12.7,"household_appliances",11.9,26.6,4.4,"no",6,1
15.1,"household_appliances",NA,22.2,4.4,"yes",-999,2
12.2,"household_appliances",14.8,26.5,4.4,"no",4,4
-2.3,"personal_care",22.9,14.4,4.3,"yes",3,2
-3.7,"tools",9.6,13,4.2,NA,4,3
-2.9,"tools",7.5,NA,4,"no",4,3
4.8,"household_appliances",19.5,19.9,4.8,"no",5,3
12.4,"household_appliances",13.3,20.1,4.5,"no",4,2
3.3,"tools",8.7,18.3,4,"yes",5,2
19.4,"household_appliances",17.5,16.2,4.4,"yes",5,3
12.3,"tools",14.3,24.8,4.9,"no",5,2
6.5,"tools",10.3,26.4,4.7,"no",7,4
13.3,"personal_care",9.5,18.3,4.6,"yes",5,2
14.6,"household_appliances",12,17.1,4.2,"yes",6,2
-0.8,"personal_care",17.9,14.4,4,"no",-999,4
-8.7,"tools",7,8.8,4.6,"no",5,3
5.8,"household_appliances",17.2,13.5,3.3,"no",7,2
-3.7,"tools",7.7,11.6,4.6,"no",5,3
-1.5,"tools",11.5,16.3,3.4,"no",5,1
9.3,"household_appliances",16.9,18.8,3.8,NA,-999,1
0.4,"household_appliances",17.4,17.4,2.8,"no",2,2
0.2,"tools",NA,18.7,3.9,"no",9,2
3.9,"personal_care",NA,23,3.5,"no",7,2
18.3,"household_appliances",12.8,20.1,4.2,"yes",4,1
2.1,"household_appliances",20.9,25.9,4,"no",7,3
10.2,"tools",17,20,5,"no",6,2
2.8,"household_appliances",8.2,28.2,3.7,"no",4,2
15.2,"household_appliances",10.9,22.2,4.8,"no",5,3
-2.5,"tools",21.5,20.9,4.7,"no",4,2
5.2,"household_appliances",11.6,25,3,"no",3,3
-8.4,"tools",20.5,22.3,3,"no",3,2
-0.2,"tools",19.3,16,4.8,"no",7,2
14,"tools",13.8,23.1,4.3,"yes",5,2
6.5,"household_appliances",8.6,22.1,4.1,"no",4,1
11.1,"tools",10.2,13.1,4.7,"yes",4,1
8.3,"small_electronics",16.6,19.4,3.9,"no",4,1
-1.8,"tools",NA,12.4,4.9,"no",5,1
7.7,"household_appliances",12.7,20.4,2.8,"no",5,2
7.8,"tools",16,31.2,4.5,"no",6,2
0.2,"tools",18.1,16.7,3.7,"no",7,2
5.1,"household_appliances",18.6,20.9,4.8,"no",6,2
9.7,"household_appliances",14.1,19.3,4.6,"no",5,1
8.6,"personal_care",17.2,17.6,4.6,"no",6,1
3.9,"tools",8.7,21.2,3.8,"no",5,2
9.3,"household_appliances",12.5,21.7,4.5,"no",6,4
12.7,"household_appliances",14.9,21.8,4.6,"no",6,3
5.7,"tools",NA,14.8,4.4,"yes",5,2
-14.3,"small_electronics",24.7,17.1,4.3,"no",3,3
7,"household_appliances",13.1,20.7,4.2,"no",8,2
13.2,"tools",12.4,21.6,3.4,"yes",7,2
1.2,"tools",11.7,16.2,4.5,"no",5,2
12.9,"small_electronics",15.1,23.8,4.5,"no",4,2
0.1,"tools",12.4,14.8,3.5,"no",4,4
-9.4,"tools",21.6,14.8,4.3,"no",4,2
6.3,"tools",7.7,16.8,4.5,"no",6,2
12.3,"tools",16.7,16.1,4.5,"yes",5,2
6.2,"household_appliances",13,20.1,4.2,"no",7,2
-7.6,"personal_care",23,24.3,2.7,"no",4,2
9.4,"household_appliances",8.1,22.4,3.2,"yes",4,1
8,"household_appliances",11.3,15.5,4.5,"no",5,1
9,"household_appliances",NA,14.6,4.6,"no",5,1
5.9,"small_electronics",16.9,21.4,3.4,"yes",7,2
3.1,"household_appliances",14.8,17.2,4.4,"no",4,1
6.6,"tools",16.8,16.9,3.5,"no",7,4
-4.7,"tools",16,16.4,2.6,"no",5,4
4.8,"tools",17,18.5,4,"no",6,2
6,"personal_care",18.8,14.6,4.8,"no",4,2
7,"tools",15.4,21.9,4.6,"no",9,1
15.3,"household_appliances",10.3,25.7,4,"yes",5,3
0.3,"tools",12.8,8.9,4.7,"no",3,2
8.4,"household_appliances",19.3,21.7,4.2,"no",5,4
7.6,"small_electronics",11,19.6,3.6,"no",3,3
4.2,"personal_care",8.8,18.7,4.7,"no",7,3
10.3,"tools",12.5,24.4,4.6,NA,4,2
5.5,"tools",NA,NA,4.7,"no",3,1
5.2,"small_electronics",12.5,23.2,4,"no",7,2
14.3,"tools",13.3,14.7,4.6,"yes",5,2
11.1,"household_appliances",12.8,25.9,4.1,"no",6,1
0.1,"household_appliances",11.5,15.7,3.4,"no",6,2
8.5,"small_electronics",18.9,15.3,4.3,"yes",4,2
9.9,"small_electronics",13.2,25.6,4.9,"no",5,2
18.5,"tools",12.3,25.3,4.7,"no",4,3
-6.8,"household_appliances",20.8,18.7,4.2,"no",4,3
9,"tools",12.4,21.5,4.1,"yes",4,1
17.5,"personal_care",11.7,22.8,4.9,"no",6,2
2.1,"household_appliances",NA,20.5,4.8,NA,5,1
11.6,"tools",11.7,12.6,4.1,NA,5,1
1.7,"tools",NA,14.4,3.9,"no",4,3
4.6,"small_electronics",NA,17.3,4.9,"no",6,2
-13.6,"tools",24.5,13.3,4.6,"no",3,2
10.6,"tools",15.7,4.8,3.8,"yes",3,1
-1,"tools",NA,18.3,3.7,"no",7,3
1.2,"tools",20.3,20.7,4.2,"no",4,1
-4.4,"household_appliances",20.1,12.3,4.7,NA,4,2
13.5,"tools",15.9,16.4,4.9,"yes",9,1
7.2,"household_appliances",11.7,23.4,4.6,"no",6,3
5.3,"personal_care",16.6,12.9,4.4,"no",6,1
2.1,"household_appliances",17.4,14.9,3.7,"no",7,4
8,"small_electronics",15.6,20.3,4.1,"no",7,1
-3.2,"tools",20.7,20.9,4.6,"no",7,1
10,"tools",14.7,16.5,4.5,NA,5,4
6,"small_electronics",16.2,21.1,5,"no",5,2
10.5,"personal_care",12.3,21.3,4.7,"no",3,2
3.5,"personal_care",16.6,15.9,4.9,"no",7,2
21,"small_electronics",16,23,4.5,"yes",4,3
-3.4,"household_appliances",13.8,11.9,4.5,"no",3,2
18.3,"personal_care",NA,28.6,4.3,"yes",3,4
2.9,"household_appliances",16.7,16.2,3.4,"no",4,3
0.4,"household_appliances",20.2,26.9,4.1,"no",5,1
18.2,"tools",16.2,20.9,3.9,"yes",4,2
8.2,"tools",16.1,17.3,4.8,"no",5,1
4,"household_appliances",16,17.8,4.2,"no",5,3
-36.5,"tools",28.8,17.5,4.3,"no",3,4
-16.1,"household_appliances",24.8,14.3,4.7,"no",5,2
2.9,"small_electronics",20,23.2,4.8,"no",6,2
8.9,"personal_care",12.5,25.7,4.3,"no",6,2
-9,"personal_care",21.7,9.8,3.9,"no",5,2
11.2,"tools",8.1,NA,2.9,"yes",3,2
4.4,"household_appliances",13.7,18.3,4.6,"no",6,1
12.6,"household_appliances",15.2,18.6,3.9,"yes",5,3
17.5,"household_appliances",16.2,20.4,4.9,"yes",7,1
-5.9,"personal_care",20.3,15.4,3.6,"no",4,2
16.1,"household_appliances",11.7,23.6,4.5,"yes",5,4
8.6,"tools",15.2,21.9,4.1,"no",3,2
7.5,"tools",11.6,18.3,4,"no",5,1
10.5,"tools",13.8,18.4,4.6,"no",4,2
-0.8,"household_appliances",18.3,15.1,4.2,"no",5,2
-1.3,"household_appliances",NA,19.2,4.2,"no",7,2
13.5,"household_appliances",11.7,23.2,4.4,"no",7,2
5.7,"household_appliances",NA,19,4.1,"no",4,2
18,"small_electronics",16.4,20.6,4.4,"yes",3,2
-3.4,"tools",14.3,11.5,4.2,"no",4,1
